#Wavenumber (cm^-1);  Spectrum at 300.00 K (cm*km*mol^-1);  Integral (km*mol^-1)
2840.10; 0.04659918; 962.28625322068
2842.14; 0.046939362; 962.3818177109
2844.17; 0.047310083; 962.4781369572
2846.21; 0.04769558; 962.57524104215
2848.24; 0.048087939; 962.67314393508
2850.28; 0.048489649; 962.77186467607
2852.32; 0.048911195; 962.87144364708
2854.35; 0.049364948; 962.97194642109
2856.39; 0.049858155; 963.07345332274
2858.42; 0.050388054; 963.17603905237
2860.46; 0.050941171; 963.27975088065
2862.49; 0.051496994; 963.38459431687
2864.53; 0.052034342; 963.49053174602
2866.57; 0.052537674; 963.59749391697
2868.60; 0.05300075; 963.70539886913
2870.64; 0.053426313; 963.81417023094
2872.67; 0.053822358; 963.92374790604
2874.71; 0.054197022; 964.03408836549
2876.75; 0.054554712; 964.14515705047
2878.78; 0.054895345; 964.25691923554
2880.82; 0.055216991; 964.36933626376
2882.85; 0.05552042; 964.48237104753
2884.89; 0.055813028; 964.59600155513
2886.93; 0.056109758; 964.71023618095
2888.96; 0.056430037; 964.82512286555
2891.00; 0.056791667; 964.94074579738
2893.03; 0.057204311; 965.0572088382
2895.07; 0.057665673; 965.17461117148
2897.11; 0.058162564; 965.2930251312
2899.14; 0.058677012; 965.41248646273
2901.18; 0.059195261; 965.53300290502
2903.21; 0.059716012; 965.65457955233
2905.25; 0.060254254; 965.777252014
2907.28; 0.06083861; 965.9011141726
2909.32; 0.061502683; 966.02632832815
2911.36; 0.062273374; 966.15311154338
2913.39; 0.063160457; 966.28170078199
2915.43; 0.064151394; 966.41230748404
2917.46; 0.065213408; 966.54507635485
2919.50; 0.066302128; 966.68006176482
2921.54; 0.067373751; 966.8172289072
2923.57; 0.068396499; 966.95647827603
2925.61; 0.069357631; 967.09768442615
2927.64; 0.070264103; 967.24073607537
2929.68; 0.0711373; 967.38556547876
2931.72; 0.072004192; 967.53215979984
2933.75; 0.072888115; 967.68055371086
2935.79; 0.073801972; 967.83080815651
2937.82; 0.074745396; 967.9829833329
2939.86; 0.075705901; 968.13711401436
2941.90; 0.076662956; 968.29319317658
2943.93; 0.077593482; 968.45116680928
2945.97; 0.078477448; 968.61094012054
2948.00; 0.079302705; 968.77239358305
2950.04; 0.080068589; 968.93540632053
2952.07; 0.080787991; 969.09988369786
2954.11; 0.081487556; 969.26578532836
2956.15; 0.082205758; 969.43314915793
2958.18; 0.082988859; 969.60210731251
2960.22; 0.083885261; 969.77289046358
2962.25; 0.084939321; 969.9458195898
2964.29; 0.086185869; 970.12128658101
2966.33; 0.08764643; 970.29972714916
2968.36; 0.089327457; 970.48159014227
2970.40; 0.091220131; 970.66730645603
2972.43; 0.093300899; 970.85725903439
2974.47; 0.095532134; 971.051754214
2976.51; 0.097863071; 971.25099498049
2978.54; 0.10023202; 971.45505872935
2980.58; 0.10257118; 971.66388480648
2982.61; 0.10481473; 971.87727855986
2984.65; 0.10690952; 972.09493710973
2986.69; 0.10882577; 972.31649699008
2988.72; 0.11056436; 972.54159649179
2990.76; 0.11215714; 972.76993874972
2992.79; 0.11365896; 973.00133857312
2994.83; 0.1151327; 973.2357388137
2996.86; 0.1166315; 973.47319049086
2998.90; 0.11818367; 973.71380224625
3000.94; 0.11978529; 973.95767476232
3002.97; 0.12140291; 974.20484061332
3005.01; 0.12298514; 974.45522774648
3007.04; 0.12447913; 974.70865650855
3009.08; 0.12584666; 974.96486944545
3011.12; 0.12707563; 975.22358445211
3013.15; 0.12818517; 975.4845584037
3015.19; 0.12922558; 975.74765052482
3017.22; 0.13027534; 976.01287987635
3019.26; 0.13143753; 976.28047534271
3021.30; 0.13283504; 976.5509160189
3023.33; 0.13460216; 976.82495439385
3025.37; 0.1368687; 977.10360725372
3027.40; 0.13973483; 977.38809529883
3029.44; 0.14323895; 977.67971742927
3031.48; 0.1473266; 977.97966166413
3033.51; 0.1518321; 978.28877872606
3035.55; 0.15648491; 978.6073684931
3037.58; 0.16094736; 978.93504343188
3039.62; 0.16488158; 979.27072809505
3041.66; 0.16803202; 979.61282679299
3043.69; 0.17030229; 979.95954754862
3045.73; 0.17180199; 980.30932157053
3047.76; 0.17284523; 980.66121954635
3049.80; 0.17389423; 981.01525319186
3051.83; 0.1754577; 981.37246992086
3053.87; 0.17796801; 981.73479742915
3055.91; 0.18166946; 982.10466077888
3057.94; 0.18654895; 982.48445834874
3059.98; 0.19232995; 982.87602551849
3062.01; 0.19853356; 983.28022271187
3064.05; 0.20459191; 983.69675418867
3066.09; 0.20998422; 984.1242639335
3068.12; 0.21435995; 984.56068228971
3070.16; 0.21761737; 985.00373247813
3072.19; 0.21991869; 985.45146794444
3074.23; 0.22164082; 985.9027095356
3076.27; 0.22327825; 986.35728477362
3078.30; 0.2253258; 986.81602866501
3080.34; 0.22817284; 987.2805688814
3082.37; 0.2320337; 987.7529694656
3084.41; 0.23692738; 988.23533317278
3086.45; 0.24270451; 988.72945860513
3088.48; 0.24910717; 989.23661930293
3090.52; 0.25584111; 989.75748973255
3092.55; 0.2626399; 990.29220191029
3094.59; 0.26930714; 990.8404880037
3096.62; 0.27573195; 991.40185446084
3098.66; 0.28188149; 991.97574084134
3100.70; 0.28777946; 992.56163497938
3102.73; 0.29348089; 993.15913674581
3104.77; 0.29905078; 993.76797832464
3106.80; 0.3045502; 994.38801623962
3108.84; 0.31002983; 995.01921021662
3110.88; 0.31552895; 995.66159992193
3112.91; 0.32107779; 996.31528658394
3114.95; 0.3267025; 996.98042468397
3116.98; 0.33243271; 997.65722898541
3119.02; 0.33831153; 998.34600205625
3121.06; 0.34440693; 999.04718484992
3123.09; 0.35082142; 999.76142697572
3125.13; 0.35769603; 1000.4896652302
3127.16; 0.36520522; 1001.2331915383
3129.20; 0.37354043; 1001.9936876137
3131.24; 0.38288339; 1002.7732051483
3133.27; 0.39337227; 1003.5740771498
3135.31; 0.40506607; 1004.3987567142
3137.34; 0.41791336; 1005.2495922471
3139.38; 0.43173211; 1006.1285615695
3141.41; 0.44620703; 1007.0370005822
3143.45; 0.46091016; 1007.9753738847
3145.49; 0.47534831; 1008.943142029
3147.52; 0.48903651; 1009.9387781477
3149.56; 0.5015891; 1010.95997026
3151.59; 0.51281231; 1012.0040118685
3153.63; 0.52277451; 1013.068335649
3155.67; 0.53182916; 1014.151093915
3157.70; 0.54057214; 1015.2516521289
3159.74; 0.54973051; 1016.3708560108
3161.77; 0.56000123; 1017.5109701853
3163.81; 0.57187814; 1018.6752647227
3165.85; 0.58551712; 1019.8673270548
3167.88; 0.60068485; 1021.0902695603
3169.92; 0.61681597; 1022.3460536379
3171.95; 0.63317103; 1023.6351352077
3173.99; 0.64905297; 1024.9565510395
3176.03; 0.66401679; 1026.3084319168
3178.06; 0.67800381; 1027.6887891654
3180.10; 0.69135268; 1029.0963235583
3182.13; 0.70467794; 1030.5309870216
3184.17; 0.71865133; 1031.9940991165
3186.20; 0.73375532; 1033.4879616179
3188.24; 0.75008973; 1035.0150795708
3190.28; 0.76729699; 1036.5772300294
3192.31; 0.78463272; 1038.1746745307
3194.35; 0.80116113; 1039.8057694457
3196.38; 0.81601458; 1041.4671047043
3198.42; 0.82863749; 1043.1541391128
3200.46; 0.838943; 1044.8621546562
3202.49; 0.84734192; 1046.5872696734
3204.53; 0.85464532; 1048.327253785
3206.56; 0.86187992; 1050.0819669153
3208.60; 0.87007572; 1051.853365984
3210.64; 0.88008371; 1053.6451404598
3212.67; 0.8924609; 1055.4621138357
3214.71; 0.90743103; 1057.309565101
3216.74; 0.92490436; 1059.1925905524
3218.78; 0.94452831; 1061.1155686773
3220.82; 0.96574454; 1063.0817412198
3222.85; 0.9878428; 1065.0929039116
3224.89; 1.010018; 1067.1492134271
3226.92; 1.031445; 1069.2491463436
3228.96; 1.0513796; 1071.389664477
3231.00; 1.0692799; 1073.5666261379
3233.03; 1.0849193; 1075.775428275
3235.07; 1.0984539; 1078.0117855641
3237.10; 1.1104085; 1080.27248142
3239.14; 1.1215686; 1082.5558982584
3241.17; 1.1327958; 1084.8621726861
3243.21; 1.1448179; 1087.192923033
3245.25; 1.1580591; 1089.5506315007
3247.28; 1.17257; 1091.9378827507
3249.32; 1.1880827; 1094.3567165443
3251.35; 1.2041764; 1096.8083156832
3253.39; 1.2204897; 1099.2931273297
3255.43; 1.2368986; 1101.8113460366
3257.46; 1.253583; 1104.363532734
3259.50; 1.2709449; 1106.9510669591
3261.53; 1.2893962; 1109.57616631
3263.57; 1.3090862; 1112.2413528662
3265.61; 1.329674; 1114.9484544353
3267.64; 1.3502394; 1117.6974252927
3269.68; 1.3693887; 1120.4853824632
3271.71; 1.3855452; 1123.3062328838
3273.75; 1.3973483; 1126.1511134291
3275.79; 1.4040446; 1129.0096270733
3277.82; 1.4057503; 1131.8716134396
3279.86; 1.4035023; 1134.7290230525
3281.89; 1.3990793; 1137.5774277664
3283.93; 1.3946451; 1140.4168048165
3285.96; 1.3923158; 1143.2514396937
3288.00; 1.3937682; 1146.0890314916
3290.04; 1.3999829; 1148.9392757562
3292.07; 1.4111665; 1151.8122889841
3294.11; 1.4268396; 1154.7172112677
3296.14; 1.4460316; 1157.66120683
3298.18; 1.4675104; 1160.6489313462
3300.22; 1.4899831; 1163.6824082654
3302.25; 1.5122369; 1166.7611921837
3304.29; 1.5332228; 1169.8827015289
3306.32; 1.5521038; 1173.0426509342
3308.36; 1.5682959; 1176.2355659834
3310.40; 1.5815105; 1179.4553848231
3312.43; 1.5917886; 1182.6961290796
3314.47; 1.5995003; 1185.9525736791
3316.50; 1.605284; 1189.2207933997
3318.54; 1.609918; 1192.4984475895
3320.58; 1.6141428; 1195.7847029635
3322.61; 1.618477; 1199.0797824544
3324.65; 1.6230819; 1202.3842370786
3326.68; 1.6277167; 1205.6981277151
3328.72; 1.6318042; 1209.0203402426
3330.75; 1.6345908; 1212.3482260514
3332.79; 1.6353567; 1215.6776710834
3334.83; 1.6336201; 1219.0035805969
3336.86; 1.6292834; 1222.3206610109
3338.90; 1.6226882; 1225.6243140967
3340.93; 1.6145728; 1228.9114449327
3342.97; 1.6059485; 1232.1810175184
3345.01; 1.597924; 1235.4342529686
3347.04; 1.5915125; 1238.674435062
3349.08; 1.5874534; 1241.9063531498
3351.11; 1.5860766; 1245.1354682005
3353.15; 1.5872314; 1248.3669343546
3355.19; 1.5902983; 1251.6046445205
3357.22; 1.5942926; 1254.8504867516
3359.26; 1.5980532; 1258.1039852296
3361.29; 1.6004894; 1261.3624435069
3363.33; 1.6008356; 1264.6216067222
3365.37; 1.5988513; 1267.8767300106
3367.40; 1.5949036; 1271.1238160935
3369.44; 1.5898965; 1274.3607081934
3371.47; 1.5850484; 1277.5877299253
3373.51; 1.5815669; 1280.8076635859
3375.54; 1.5803071; 1284.0250324605
3377.58; 1.5815112; 1287.2448527263
3379.62; 1.5847091; 1290.471183631
3381.65; 1.588816; 1293.7058758824
3383.69; 1.5924028; 1296.9478705813
3385.72; 1.5940635; 1300.1932462697
3387.76; 1.5927742; 1303.4359971175
3389.80; 1.5881424; 1306.6693178857
3391.83; 1.580478; 1309.8870346366
3393.87; 1.5706749; 1313.0847931582
3395.90; 1.5599429; 1316.2607022993
3397.94; 1.5494725; 1319.4152944999
3399.98; 1.5401253; 1322.5508567385
3402.01; 1.5322304; 1325.6703455332
3404.05; 1.5255279; 1328.7761886843
3406.08; 1.519264; 1331.8692791708
3408.12; 1.5123996; 1334.9483941911
3410.16; 1.503875; 1338.0101538877
3412.19; 1.4928682; 1341.0495047909
3414.23; 1.4789907; 1344.0606023118
3416.26; 1.4623857; 1347.0378933951
3418.30; 1.4437145; 1349.9771716078
3420.34; 1.4240384; 1352.8763908335
3422.37; 1.4046191; 1355.7360741174
3424.41; 1.3866788; 1358.5592325039
3426.44; 1.3711639; 1361.3508039524
3428.48; 1.3585625; 1364.1167200104
3430.51; 1.3488142; 1366.8627893968
3432.55; 1.3413358; 1369.593633322
3434.59; 1.335159; 1372.311901812
3436.62; 1.3291512; 1375.0179389098
3438.66; 1.3222659; 1377.709958147
3440.69; 1.3137619; 1380.3846639308
3442.73; 1.3033363; 1383.0381441634
3444.77; 1.2911418; 1385.6667974525
3446.80; 1.2776902; 1388.2680643533
3448.84; 1.2636785; 1390.840804771
3450.87; 1.249795; 1393.3852795582
3452.91; 1.2365631; 1395.9028152693
3454.95; 1.2242669; 1398.3953169961
3456.98; 1.2129692; 1400.8648175989
3459.02; 1.2026; 1403.3132074015
3461.05; 1.1930705; 1405.7421960375
3463.09; 1.1843619; 1408.1534545587
3465.13; 1.1765514; 1410.5488116474
3467.16; 1.1697695; 1412.930361378
3469.20; 1.164109; 1415.3003868402
3471.23; 1.159532; 1417.661093892
3473.27; 1.1558203; 1420.014244221
3475.30; 1.1525987; 1422.3608357542
3477.34; 1.149429; 1424.7009740994
3479.38; 1.1459403; 1427.0340097146
3481.41; 1.1419434; 1429.3589080156
3483.45; 1.1374794; 1431.6747179834
3485.48; 1.1327769; 1433.9809539643
3487.52; 1.1281313; 1436.2777318924
3489.56; 1.1237553; 1438.5656006869
3491.59; 1.1196669; 1440.8451459347
3493.63; 1.1156734; 1443.1165607365
3495.66; 1.1114734; 1445.3794246217
3497.70; 1.1068508; 1447.632877237
3499.74; 1.1018896; 1449.8762294399
3501.77; 1.097119; 1452.1098690671
3503.81; 1.0935108; 1454.3361626201
3505.84; 1.0923012; 1456.5599935787
3507.88; 1.0946704; 1458.7886480254
3509.92; 1.1013719; 1461.0309461739
3511.95; 1.1124338; 1463.2957654707
3513.99; 1.12704; 1465.5903215498
3516.02; 1.1436459; 1467.9186859478
3518.06; 1.1603103; 1470.2809775756
3520.09; 1.1751472; 1472.6734758366
3522.13; 1.1867652; 1475.089627342
3524.17; 1.1945599; 1477.5216481488
3526.20; 1.1987753; 1479.9622512594
3528.24; 1.2003266; 1482.4060126601
3530.27; 1.2004531; 1484.8500315092
3532.31; 1.2003246; 1487.2937887415
3534.35; 1.2007317; 1489.7383749096
3536.38; 1.2019544; 1492.1854503436
3538.42; 1.2038355; 1494.6363555052
3540.45; 1.2060131; 1497.0916940025
3542.49; 1.2082101; 1499.5515054292
3544.53; 1.2104647; 1502.0159071583
3546.56; 1.2132105; 1504.4858989774
3548.60; 1.2171719; 1506.9639558784
3550.63; 1.2231107; 1509.4541036751
3552.67; 1.2315105; 1511.9613527459
3554.71; 1.2423124; 1514.4905936274
3556.74; 1.2547994; 1517.0452568275
3558.78; 1.2676792; 1519.6261422932
3560.81; 1.2793547; 1522.2307980391
3562.85; 1.2883074; 1524.8536806259
3564.88; 1.2934867; 1527.4871079835
3566.92; 1.2945918; 1530.1227851552
3568.96; 1.2921616; 1532.7535147317
3570.99; 1.287447; 1535.3746457016
3573.03; 1.2820965; 1537.9848836057
3575.06; 1.2777442; 1540.5862604444
3577.10; 1.2756105; 1543.1832933304
3579.14; 1.2762262; 1545.7815796456
3581.17; 1.2793476; 1548.3862209472
3583.21; 1.2840805; 1551.0004980552
3585.24; 1.2891665; 1553.6251298063
3587.28; 1.2933445; 1556.2582676564
3589.32; 1.2956817; 1558.8961636839
3591.35; 1.2957826; 1561.5342652885
3593.39; 1.2938288; 1564.168389149
3595.42; 1.2904505; 1566.7956350376
3597.46; 1.2864848; 1569.4148071611
3599.50; 1.2827015; 1572.0262767796
3601.53; 1.279579; 1574.631389172
3603.57; 1.2771903; 1577.231638327
3605.60; 1.2752181; 1579.8278722793
3607.64; 1.2730776; 1582.4197483048
3609.67; 1.2700964; 1585.0055549472
3611.71; 1.2656934; 1587.5823974817
3613.75; 1.2595071; 1590.1466452526
3615.78; 1.2514501; 1592.6944896139
3617.82; 1.241691; 1595.2224652991
3619.85; 1.230586; 1597.7278321566
3621.89; 1.218589; 1600.2087741833
3623.93; 1.2061666; 1602.6644253431
3625.96; 1.1937331; 1605.0947628828
3628.00; 1.1816092; 1607.5004172992
3630.03; 1.1700026; 1609.8824416901
3632.07; 1.1590035; 1612.2420727699
3634.11; 1.1485929; 1614.5805087775
3636.14; 1.1386623; 1616.8987268662
3638.18; 1.1290426; 1619.1973601963
3640.21; 1.1195404; 1621.4766477704
3642.25; 1.1099727; 1623.73645639
3644.29; 1.1001946; 1625.976357632
3646.32; 1.0901116; 1628.1957307463
3648.36; 1.0796778; 1630.3938615676
3650.39; 1.0688852; 1632.570019581
3652.43; 1.0577538; 1634.7235149349
3654.47; 1.0463308; 1636.8537541358
3656.50; 1.0347015; 1638.9603170111
3658.54; 1.0230033; 1641.0430635268
3660.57; 1.0114319; 1643.1022515116
3662.61; 1.0002223; 1645.1386177982
3664.64; 0.98960172; 1647.1533615024
3666.68; 0.979717; 1649.1479807651
3668.72; 0.9705588; 1651.123954722
3670.75; 0.96190965; 1653.0823197614
3672.79; 0.95334259; 1655.0232429973
3674.82; 0.94428422; 1656.9457241716
3676.86; 0.93413608; 1658.8475446208
3678.90; 0.92242721; 1660.7255268105
3680.93; 0.90895654; 1662.5760838722
3682.97; 0.89388206; 1664.3959506096
3685.00; 0.87772538; 1666.1829237275
3687.04; 0.86128286; 1667.9364213051
3689.08; 0.84546131; 1669.6577075746
3691.11; 0.83107766; 1671.3497099719
3693.15; 0.81867342; 1673.0164584011
3695.18; 0.80839076; 1674.6622722261
3697.22; 0.79994037; 1676.2908817782
3699.26; 0.79266631; 1677.9046819842
3701.29; 0.78568807; 1679.5042750966
3703.33; 0.77808126; 1681.0883813862
3705.36; 0.769052; 1682.6541048897
3707.40; 0.75806607; 1684.1974619818
3709.43; 0.74490975; 1685.714033949
3711.47; 0.72968009; 1687.1995996364
3713.51; 0.71272002; 1688.6506360949
3715.54; 0.69452489; 1690.0646288254
3717.58; 0.67564756; 1691.4401889561
3719.61; 0.65662226; 1692.7770152168
3721.65; 0.63791487; 1694.0757548419
3723.69; 0.61989665; 1695.3378109308
3725.72; 0.60283173; 1696.5651243166
3727.76; 0.58686907; 1697.7599391008
3729.79; 0.57203524; 1698.9245534752
3731.83; 0.55823151; 1700.0610646502
3733.87; 0.54524356; 1701.1711334851
3735.90; 0.53277125; 1702.2558097758
3737.94; 0.52047983; 1703.3154617884
3739.97; 0.50806465; 1704.349837558
3742.01; 0.49531368; 1705.3582534531
3744.05; 0.48214959; 1706.3398684021
3746.08; 0.46863781; 1707.2939745443
3748.12; 0.45495755; 1708.2202288427
3750.15; 0.44134502; 1709.1187692101
3752.19; 0.4280277; 1709.9901966654
3754.22; 0.41517041; 1710.8354477975
3756.26; 0.40284881; 1711.6556132123
3758.30; 0.3910544; 1712.4517662247
3760.33; 0.37972322; 1713.224849921
3762.37; 0.36877212; 1713.9756381254
3764.40; 0.35812588; 1714.7047515033
3766.44; 0.34772461; 1715.4126888071
3768.48; 0.33751171; 1716.0998335257
3770.51; 0.32741223; 1716.7664165739
3772.55; 0.31731662; 1717.4124458266
3774.58; 0.30708226; 1718.0376388103
3776.62; 0.29655714; 1718.6414035611
3778.66; 0.28561941; 1719.2229000316
3780.69; 0.27421862; 1719.7811854665
3782.73; 0.26240236; 1720.3154140215
3784.76; 0.25031686; 1720.8250375525
3786.80; 0.23817964; 1721.309950736
3788.84; 0.22623275; 1721.7705410828
3790.87; 0.21469221; 1722.2076358872
3792.91; 0.20370969; 1722.6223712356
3794.94; 0.19335742; 1723.0160302607
3796.98; 0.18363796; 1723.3899012989
3799.01; 0.1745115; 1723.7451916449
3801.05; 0.16592793; 1724.0830065841
3803.09; 0.1578509; 1724.4043773983
3805.12; 0.15026609; 1724.7103061897
3807.16; 0.14317336; 1725.0017947906
3809.19; 0.13656939; 1725.2798382735
3811.23; 0.13043063; 1725.5453837699
3813.27; 0.12470548; 1725.7992733718
3815.30; 0.11931991; 1726.0421984096
3817.34; 0.11419444; 1726.274688441
3819.37; 0.10926582; 1726.4971442239
3821.41; 0.10450435; 1726.7099060563
3823.45; 0.099920015; 1726.9133345831
3825.48; 0.095554862; 1727.1078760345
3827.52; 0.091464349; 1727.294089556
3829.55; 0.087694627; 1727.4726282475
3831.59; 0.084263872; 1727.6441822181
3833.63; 0.081154195; 1727.8094051554
3835.66; 0.078316597; 1727.968850988
3837.70; 0.07568679; 1728.1229427611
3839.73; 0.07320599; 1728.2719838394
3841.77; 0.070839284; 1728.4162065077
3843.81; 0.06858528; 1728.5558402182
3845.84; 0.066473895; 1728.6911753324
3847.88; 0.064553182; 1728.8226000389
3849.91; 0.062869645; 1728.9505972103
3851.95; 0.061448485; 1729.075701023
3853.98; 0.06028; 1729.1984259012
3856.02; 0.059316311; 1729.3191887919
3858.06; 0.058479291; 1729.4382475813
3860.09; 0.057677213; 1729.5556734101
3862.13; 0.056825203; 1729.6713646191
3864.16; 0.05586369; 1729.7850982703
3866.20; 0.054769946; 1729.8966051529
3868.24; 0.053559975; 1730.0056486406
3870.27; 0.052280869; 1730.1120879787
3872.31; 0.050996309; 1730.2159120619
3874.34; 0.049769563; 1730.3172385969
3876.38; 0.048648631; 1730.4162830105
3878.42; 0.04765716; 1730.5133088752
3880.45; 0.046792865; 1730.6085751105
3882.49; 0.046032903; 1730.702294129
3884.52; 0.045343789; 1730.7946101699
3886.56; 0.04469241; 1730.8856000586
3888.60; 0.044054789; 1730.9752918077
3890.63; 0.043420333; 1731.0636918588
3892.67; 0.042790969; 1731.1508105778
3894.70; 0.042176321; 1731.236677928
3896.74; 0.041587254; 1731.3213459885
3898.77; 0.041030407; 1731.4048803562
3900.81; 0.040505737; 1731.487346541
3902.85; 0.040007738; 1731.5687988434
3904.88; 0.039529513; 1731.6492775195
3906.92; 0.039067728; 1731.7288160429
3908.95; 0.038626155; 1731.8074555604
3910.99; 0.038216013; 1731.8852600641
3913.03; 0.037852631; 1731.9623247535
3915.06; 0.037549364; 1732.0387720174
3917.10; 0.037310872; 1732.1147337322
3919.13; 0.037128251; 1732.1903236472
3921.17; 0.036978009; 1732.2656076815
3923.21; 0.036825663; 1732.3405815534
3925.24; 0.036633264; 1732.4151637174
3927.28; 0.036368854; 1732.4892075663
3929.31; 0.036015259; 1732.5625315263
3931.35; 0.035575742; 1732.6349606667
3933.39; 0.035074919; 1732.7063701754
3935.42; 0.034554595; 1732.7767203482
3937.46; 0.034065441; 1732.8460746456
3939.49; 0.03365645; 1732.914596274
3941.53; 0.033364553; 1732.9825236245
3943.56; 0.033206704; 1733.0501296075
3945.60; 0.033176185; 1733.1176734572
3947.64; 0.033243935; 1733.1853552399
3949.67; 0.033364628; 1733.2532827422
3951.71; 0.033486179; 1733.3214577123
3953.74; 0.033560555; 1733.3897841059
3955.78; 0.033553411; 1733.4580959549
3957.82; 0.033450317; 1733.5261979132
3959.85; 0.033258152; 1733.59390864
3961.89; 0.033001477; 1733.6610967995
3963.92; 0.032715036; 1733.7277017891
3965.96; 0.032434558; 1733.7937357503
3968.00; 0.03218845; 1733.8592686568
3970.03; 0.031992544; 1733.9244027156
3972.07; 0.031849027; 1733.9892445865
3974.10; 0.031749281; 1734.0538833833
3976.14; 0.03167916; 1734.1183794199
3978.18; 0.031624602; 1734.1827643797
3980.21; 0.031575624; 1734.2470496249
3982.25; 0.031527601; 1734.3112370999
3984.28; 0.031479861; 1734.3753273791
3986.32; 0.031432678; 1734.4393215984
3988.35; 0.031384252; 1734.5032172275
3990.39; 0.031329085; 1734.5670005408
3992.43; 0.031258473; 1734.6306400945
3994.46; 0.031162904; 1734.6940850773
3996.50; 0.031035357; 1734.7572703855
3998.53; 0.030874202; 1734.8201275966
4000.57; 0.030684574; 1734.8825987403
4002.61; 0.030477696; 1734.9446486988
4004.64; 0.03026836; 1735.0062724684
4006.68; 0.030071329; 1735.0674950992
4008.71; 0.029897696; 1735.1283642285
4010.75; 0.029752155; 1735.1889370491
4012.79; 0.029631774; 1735.249264783
4014.82; 0.029526451; 1735.3093780881
4016.86; 0.029420857; 1735.3692764138
4018.89; 0.029297397; 1735.4289233858
4020.93; 0.029139603; 1735.4882491029
4022.97; 0.028935342; 1735.5471589612
4025.00; 0.028679244; 1735.6055474259
4027.04; 0.028373877; 1735.6633141914
4029.07; 0.028029381; 1735.7203795928
4031.11; 0.027661566; 1735.7766961536
4033.15; 0.027288846; 1735.8322538899
4035.18; 0.02692869; 1735.8870783784
4037.22; 0.026594419; 1735.9412223197
4039.25; 0.026293158; 1735.9947529204
4041.29; 0.026025387; 1736.0477383618
4043.32; 0.025786086; 1736.1002366066
4045.36; 0.025566997; 1736.152288806
4047.40; 0.025359208; 1736.2039179641
4049.43; 0.025155241; 1736.2551318644
4051.47; 0.024950112; 1736.305928139
4053.50; 0.024741218; 1736.3562991234
4055.54; 0.024527395; 1736.4062347826
4057.58; 0.024307706; 1736.4557231735
4059.61; 0.024080554; 1736.5047491026
4061.65; 0.023843481; 1736.553292372
4063.68; 0.023593663; 1736.6013270341
4065.72; 0.023328815; 1736.6488224871
4067.76; 0.023048069; 1736.6957463656
4069.79; 0.022752467; 1736.7420684239
4071.83; 0.022444894; 1736.7877642912
4073.86; 0.022129553; 1736.8328181512
4075.90; 0.021811222; 1736.877223916
4077.94; 0.021494573; 1736.9209850114
4079.97; 0.02118371; 1736.9641132178
4082.01; 0.020881916; 1737.0066269969
4084.04; 0.020591486; 1737.0485494859
4086.08; 0.020313526; 1737.089906071
4088.11; 0.020047671; 1737.1307213984
4090.15; 0.019791858; 1737.1710159139
4092.19; 0.019542354; 1737.2108024596
4094.22; 0.019294227; 1737.2500838398
4096.26; 0.019042307; 1737.2888523339
4098.29; 0.018782437; 1737.3270917556
4100.33; 0.018512642; 1737.3647818963
4102.37; 0.018233797; 1737.4019043329
4104.40; 0.017949506; 1737.4384479778
4106.44; 0.017665146; 1737.4744126897
4108.47; 0.017386353; 1737.5098098036
4110.51; 0.017117428; 1737.5446594092
4112.55; 0.016860157; 1737.5789852334
4114.58; 0.016613405; 1737.6128086927
4116.62; 0.016373549; 1737.6461438256
4118.65; 0.016135535; 1737.6789943814
4120.69; 0.015894182; 1737.7113535633
4122.73; 0.015645333; 1737.7432061109
4124.76; 0.015386586; 1737.774531873
4126.80; 0.015117542; 1737.8053098837
4128.83; 0.014839659; 1737.8355221492
4130.87; 0.014555889; 1737.8651566835
4132.90; 0.014270199; 1737.8942095772
4134.94; 0.013987024; 1737.922685951
4136.98; 0.013710617; 1737.9505995839
4139.01; 0.01344428; 1737.9779709776
4141.05; 0.01318957; 1738.0048238028
4143.08; 0.012945688; 1738.0311801061
4145.12; 0.01270934; 1738.0570552261
4147.16; 0.012475275; 1738.0824538094
4149.19; 0.01223752; 1738.107368345
4151.23; 0.011991067; 1738.131781122
4153.26; 0.011733506; 1738.1556695276
4155.30; 0.011466074; 1738.179013465
4157.34; 0.011193671; 1738.2018028141
4159.37; 0.010923754; 1738.224042634
4161.41; 0.010664375; 1738.2457543813
4163.44; 0.010421968; 1738.2669726097
4165.48; 0.010199565; 1738.2877380433
4167.52; 0.0099960138; 1738.3080890648
4169.55; 0.009806443; 1738.3280541365
4171.59; 0.0096237828; 1738.3476473278
4173.62; 0.0094408571; 1738.366868098
4175.66; 0.0092523869; 1738.3857051593
4177.69; 0.009056331; 1738.4041430677
4179.73; 0.0088542336; 1738.4221695232
4181.77; 0.0086505777; 1738.4397813529
4183.80; 0.008451425; 1738.4569877248
4185.84; 0.0082627849; 1738.4738100419
4187.87; 0.0080891645; 1738.4902788827
4189.91; 0.0079326306; 1738.5064290339
4191.95; 0.0077925336; 1738.5222939598
4193.98; 0.0076658581; 1738.5379009853
4196.02; 0.0075480276; 1738.5532681181
4198.05; 0.0074339284; 1738.5684029547
4200.09; 0.007318908; 1738.5833036197
4202.13; 0.0071995515; 1738.5979612852
4204.16; 0.0070741081; 1738.6123635589
4206.20; 0.006942523; 1738.6264979365
4208.23; 0.0068061147; 1738.6403545987
4210.27; 0.0066670099; 1738.6539280556
